application_id,month_offset,total_credits,total_debits,min_eod_balance,emi_bounces,cheque_bounces,salary_credit_present
APP-004864,0,48638,35636,2275,0,0,0
APP-004865,-5,92622,87801,2586,0,0,1
APP-004865,-4,81570,71110,5508,0,0,1
APP-004865,-3,73437,45436,13542,0,0,1
APP-004865,-2,84533,74544,2657,0,0,1
APP-004865,-1,91301,59644,5878,0,0,1
APP-004865,0,79437,58520,10859,0,0,1
APP-004866,-5,60782,51829,1408,0,0,0
APP-004866,-4,66515,54806,4403,0,0,0
APP-004866,-3,69988,46169,11081,0,0,0
APP-004866,-2,56768,34155,5807,0,0,0
APP-004866,-1,57961,37634,6480,0,0,0
APP-004866,0,66137,46962,8176,0,0,0
APP-004867,-5,45121,32148,4117,0,0,0
APP-004867,-4,60246,43006,5074,0,0,0
APP-004867,-3,34880,26035,2470,0,0,0
APP-004867,-2,28740,18774,2520,0,0,0
APP-004867,-1,75357,54719,9480,0,0,0
APP-004867,0,59533,44592,6556,0,0,0
APP-004868,-5,29354,27511,519,0,0,1
APP-004868,-4,35815,32511,1492,0,0,1
APP-004868,-3,30658,22440,2179,0,0,1
APP-004868,-2,36233,30300,2263,0,0,1
APP-004868,-1,28863,26491,699,0,0,0
APP-004868,0,36645,25547,6515,0,0,1
APP-004869,-5,55029,44368,2534,0,0,0
APP-004869,-4,36367,25330,1763,1,0,0
APP-004869,-3,51764,33815,6880,0,0,0
APP-004869,-2,31487,27788,2044,0,0,0
APP-004869,-1,45941,32743,3516,0,0,0
APP-004869,0,33326,30044,759,0,0,0
APP-004870,-5,35234,24189,4210,0,0,1
APP-004870,-4,35573,30887,1085,0,0,1
APP-004870,-3,28902,22880,2105,0,0,1
APP-004870,-2,36342,29805,3073,0,0,1
APP-004870,-1,32081,26363,2721,0,0,1
APP-004870,0,32401,22029,5380,0,1,1
APP-004871,-5,60716,52087,2379,0,0,1
APP-004871,-4,49761,46268,1596,0,0,1
APP-004871,-3,49734,40903,2988,0,0,1
APP-004871,-2,54108,46069,2259,0,0,1
APP-004871,-1,60899,43981,6715,1,0,1
APP-004871,0,56652,35906,9010,0,0,1
APP-004872,-5,68282,54788,7019,0,0,0
APP-004872,-4,55664,42196,5263,0,0,0
APP-004872,-3,114343,105231,4378,0,0,0
APP-004872,-2,114948,93536,5274,0,0,0
APP-004872,-1,85257,78124,3927,0,0,0
APP-004872,0,60676,44203,6942,0,0,0
APP-004873,-5,55555,50569,1088,0,0,1
APP-004873,-4,56602,36485,8887,0,0,1
APP-004873,-3,58381,40838,7026,0,0,1
APP-004873,-2,55730,47252,4180,0,0,1
APP-004873,-1,60834,56003,1260,0,0,1
APP-004873,0,53202,41655,3003,0,0,1
APP-004874,-5,71155,49156,4331,0,0,1
APP-004874,-4,80212,69652,3957,0,0,1
APP-004874,-3,76992,57878,3399,0,0,1
APP-004874,-2,65136,45912,7206,0,0,1
APP-004874,-1,65664,45472,4191,0,0,1
APP-004874,0,71933,63482,3188,0,0,1
APP-004875,-5,43081,39208,1922,0,0,1
APP-004875,-4,36336,23458,5300,0,0,1
APP-004875,-3,38025,31016,1720,0,0,1
APP-004875,-2,36464,27853,4540,0,0,1
APP-004875,-1,38841,32912,2608,0,0,1
APP-004875,0,42957,32147,3204,0,0,1
APP-004876,-5,134747,88736,7803,0,0,0
APP-004876,-4,115303,84915,17335,0,0,0
APP-004876,-3,99532,81336,5142,0,0,0
APP-004876,-2,145390,123257,6374,0,0,0
APP-004876,-1,157484,111955,10238,0,0,0
APP-004876,0,134704,91784,22459,0,0,0
APP-004877,-5,49107,35960,4488,0,0,0
APP-004877,-4,52720,35041,9185,0,0,1
APP-004877,-3,49329,32510,9676,0,0,1
APP-004877,-2,60471,40480,3559,0,0,1
APP-004877,-1,56504,33963,9803,0,0,1
APP-004877,0,53377,33400,5752,0,0,1
APP-004878,-5,52255,42744,3693,0,0,0
APP-004878,-4,32295,28857,1917,0,0,0
APP-004878,-3,52891,43484,3240,0,0,0
APP-004878,-2,59760,38383,5774,0,0,0
APP-004878,-1,47097,43226,1012,0,0,0
APP-004878,0,29923,23529,2211,0,0,0
APP-004879,-5,42030,26368,3305,0,0,0
APP-004879,-4,48438,35114,3393,0,0,0
APP-004879,-3,45276,33506,5021,0,0,0
APP-004879,-2,28781,26792,850,0,0,0
APP-004879,-1,34470,27813,2445,0,1,0
APP-004879,0,32824,21875,4597,0,0,0
APP-004880,-5,50270,39524,5215,0,0,0
APP-004880,-4,34105,23166,3267,0,0,0
APP-004880,-3,66618,60893,3291,0,0,0
APP-004880,-2,65136,50145,6803,0,0,0
APP-004880,-1,68153,58016,1868,0,0,0
APP-004880,0,33832,26774,3815,0,0,0
APP-004881,-5,118044,87365,7151,0,0,0
APP-004881,-4,101211,78386,7333,0,0,0
APP-004881,-3,109850,94053,7796,0,0,0
APP-004881,-2,146334,125588,9740,0,0,0
APP-004881,-1,174985,117886,32595,0,0,0
APP-004881,0,113892,98119,5784,0,0,0
APP-004882,-5,96292,64925,16766,0,0,1
APP-004882,-4,97804,87220,3058,0,0,1
APP-004882,-3,94122,88113,1265,0,0,1
APP-004882,-2,95311,57523,5863,0,0,0
APP-004882,-1,94852,60479,13076,0,0,1
APP-004882,0,98083,79206,3505,0,0,1
APP-004883,-5,130976,124368,2173,0,0,0
APP-004883,-4,206694,127733,43438,0,0,0
APP-004883,-3,190773,167299,14030,0,0,0
APP-004883,-2,152637,110889,21775,0,0,0
APP-004883,-1,124124,94175,11530,0,0,0
APP-004883,0,188543,154214,11950,0,0,0
APP-004884,-5,98669,87900,2058,0,0,1
APP-004884,-4,97780,79568,3569,0,0,1
APP-004884,-3,89170,56936,17158,0,0,1
APP-004884,-2,97624,60944,6065,0,0,0
APP-004884,-1,95751,87282,3050,0,0,1
APP-004884,0,97546,86082,5221,0,0,1
APP-004885,-5,43887,28048,7522,0,0,1
APP-004885,-4,44002,29719,2363,0,0,1
APP-004885,-3,50333,30290,7387,0,0,1
APP-004885,-2,45855,38523,3681,0,0,1
APP-004885,-1,46035,36503,3832,0,0,1
APP-004885,0,47714,45285,623,1,0,1
APP-004886,-5,49285,31723,5972,0,0,0
APP-004886,-4,41551,35898,1841,1,0,0
APP-004886,-3,59202,42582,4915,0,0,0
APP-004886,-2,37139,25749,2804,0,0,0
APP-004886,-1,38769,35101,1717,0,0,0
APP-004886,0,56420,46782,2050,0,0,0
APP-004887,-5,93844,88616,1124,0,0,1
APP-004887,-4,96320,59741,7989,1,0,1
APP-004887,-3,113709,70573,12922,0,0,1
APP-004887,-2,93674,61386,6983,0,0,1
APP-004887,-1,90036,62373,11445,0,0,1
APP-004887,0,94677,79007,7385,0,0,1
APP-004888,-5,80271,61633,7322,0,0,1
APP-004888,-4,80973,49117,14585,0,0,1
APP-004888,-3,77358,54022,3856,0,0,1
APP-004888,-2,78179,53298,13010,0,0,1
APP-004888,-1,75152,55389,3877,0,0,1
APP-004888,0,66564,48532,10378,0,1,1
APP-004889,-5,52558,46057,1130,0,0,0
APP-004889,-4,76387,53391,3663,0,0,0
APP-004889,-3,56823,47435,2976,0,0,0
APP-004889,-2,51423,36485,5480,0,0,0
APP-004889,-1,70982,61552,1818,0,0,0
APP-004889,0,41186,27037,7842,0,0,0
APP-004890,-5,55720,41851,7521,0,0,0
APP-004890,-4,51502,34566,6469,0,0,0
APP-004890,-3,70885,67035,809,0,1,0
APP-004890,-2,47329,29848,7086,0,0,0
APP-004890,-1,39655,36446,1543,0,0,0
APP-004890,0,43675,27918,9087,0,0,0
APP-004891,-5,35419,24564,5283,0,0,1
APP-004891,-4,38894,33388,2118,0,0,1
APP-004891,-3,37568,30955,3790,0,0,1
APP-004891,-2,38071,25141,6732,1,0,1
APP-004891,-1,39773,30816,5017,0,0,1
APP-004891,0,38613,31666,3914,0,0,1
APP-004892,-5,55674,46998,4031,0,0,1
APP-004892,-4,57206,49256,3337,0,0,1
APP-004892,-3,51384,34151,6572,0,0,1
APP-004892,-2,60768,37530,4881,0,0,0
APP-004892,-1,55252,36443,7258,0,0,1
APP-004892,0,60780,54921,2659,0,0,1
APP-004893,-5,27597,23122,2011,0,0,1
APP-004893,-4,25011,22447,1039,0,0,1
APP-004893,-3,24619,20468,1196,0,0,1
APP-004893,-2,24578,15184,2110,0,0,0
APP-004893,-1,28978,24631,1596,0,0,1
APP-004893,0,27832,19852,3927,0,0,0
APP-004894,-5,112612,94576,9601,0,0,0
APP-004894,-4,119466,76998,24272,0,0,0
APP-004894,-3,69813,54888,6062,0,0,0
APP-004894,-2,79295,58242,12537,0,0,0
APP-004894,-1,86930,69130,8317,0,0,0
APP-004894,0,104907,90256,7162,0,0,0
APP-004895,-5,47887,37431,4101,0,0,0
APP-004895,-4,52162,49233,1601,0,0,0
APP-004895,-3,45114,40726,1835,0,0,0
APP-004895,-2,46496,39965,1184,1,0,0
APP-004895,-1,67929,61911,2530,0,0,0
APP-004895,0,36475,34517,1019,1,0,0
APP-004896,-5,47694,28646,3266,0,0,1
APP-004896,-4,46076,36808,4621,0,0,1
APP-004896,-3,56652,53292,1797,1,0,1
APP-004896,-2,55880,39655,8594,1,0,0
APP-004896,-1,45760,35418,1890,0,0,1
APP-004896,0,50759,46631,1821,0,0,1
APP-004897,-5,158220,98424,33037,0,0,0
APP-004897,-4,157012,136820,6357,0,0,0
APP-004897,-3,286067,231962,29244,0,0,0
APP-004897,-2,212034,156944,27088,0,0,0
APP-004897,-1,288363,208907,44271,0,0,0
APP-004897,0,232629,191239,8438,0,0,0
APP-004898,-5,68117,41650,12532,0,0,0
APP-004898,-4,91548,82135,3185,0,0,0
APP-004898,-3,69165,44459,8173,1,0,0
APP-004898,-2,77196,64572,5251,0,0,0
APP-004898,-1,94151,61698,19292,0,0,0
APP-004898,0,97183,78991,5744,1,0,0
APP-004899,-5,32382,21855,5173,0,0,1
APP-004899,-4,31842,22810,2905,0,0,1
APP-004899,-3,36502,29337,2892,0,0,1
APP-004899,-2,30748,21825,2682,0,0,1
APP-004899,-1,33762,24107,2639,0,0,1
APP-004899,0,35310,29181,3647,0,0,1
APP-004900,-5,79233,69257,1928,0,0,0
APP-004900,-4,56205,33985,7848,1,0,0
APP-004900,-3,62867,44508,9186,0,0,0
APP-004900,-2,45132,36693,4699,0,0,0
APP-004900,-1,73337,67791,3226,0,0,0
APP-004900,0,79597,52023,13199,0,0,0
APP-004901,-5,66567,46987,11528,0,0,1
APP-004901,-4,63977,55458,4170,0,0,1
APP-004901,-3,57963,44474,5128,0,0,1
APP-004901,-2,66852,62313,697,0,0,1
APP-004901,-1,68899,42995,13671,0,0,1
APP-004901,0,71179,61457,1620,0,0,1
APP-004902,-5,45665,39559,1276,0,0,0
APP-004902,-4,39357,30729,3619,0,0,0
APP-004902,-3,45309,29111,6378,0,0,0
APP-004902,-2,56387,49383,3217,0,0,0
APP-004902,-1,42886,35469,3507,0,0,0
APP-004902,0,29539,27727,781,0,0,0
APP-004903,-5,80829,63500,3849,0,0,0
APP-004903,-4,91918,81125,5398,0,0,0
APP-004903,-3,97980,83042,4443,0,0,0
APP-004903,-2,85447,64101,4956,0,0,0
APP-004903,-1,94500,63443,11385,0,0,0
APP-004903,0,94778,61632,11460,0,0,0
APP-004904,-5,49327,31168,5083,0,0,1
APP-004904,-4,43062,33182,1544,0,0,1
APP-004904,-3,49188,32487,6780,0,0,1
APP-004904,-2,45428,31871,8133,0,0,1
APP-004904,-1,41667,34460,2707,1,0,1
APP-004904,0,42741,31355,1931,0,0,1
APP-004905,-5,36052,26701,2107,0,0,1
APP-004905,-4,32250,26976,2496,0,0,1
APP-004905,-3,31978,21312,3669,0,0,1
APP-004905,-2,33537,22866,2595,0,0,1
APP-004905,-1,33930,31736,1073,0,0,1
APP-004905,0,39146,28654,1808,1,0,1
APP-004906,-5,53027,47361,1350,0,0,0
APP-004906,-4,67286,46509,6819,0,0,0
APP-004906,-3,88504,68892,11122,0,0,0
APP-004906,-2,105552,77401,4851,0,0,0
APP-004906,-1,58481,46958,6145,0,0,0
APP-004906,0,71960,57092,2320,0,0,0
APP-004907,-5,62800,55880,2902,0,0,1
APP-004907,-4,52151,32013,11409,0,0,1
APP-004907,-3,62776,39792,9074,0,0,1
APP-004907,-2,54229,46994,1923,1,0,1
APP-004907,-1,53219,42428,6177,0,0,1
APP-004907,0,61295,44108,6697,0,0,1
APP-004908,-5,73828,56683,8284,0,0,0
APP-004908,-4,54832,44646,4938,0,0,0
APP-004908,-3,44671,39101,1709,0,0,0
APP-004908,-2,46770,33057,2143,0,0,0
APP-004908,-1,47302,30395,9485,0,0,0
APP-004908,0,88842,67699,7546,0,0,0
APP-004909,-5,35041,30236,1737,0,1,0
APP-004909,-4,24237,22634,701,0,0,0
APP-004909,-3,35503,24497,4511,0,0,0
APP-004909,-2,39940,27503,2570,0,0,0
APP-004909,-1,23535,21173,641,0,0,0
APP-004909,0,36088,32887,864,0,0,0
APP-004910,-5,107782,83006,3838,0,0,0
APP-004910,-4,70706,48174,4002,0,0,0
APP-004910,-3,55854,41756,5187,0,0,0
APP-004910,-2,64060,39508,6174,0,0,0
APP-004910,-1,67742,48915,7359,0,0,0
APP-004910,0,106604,66639,9071,0,0,0
APP-004911,-5,42228,34656,1827,0,0,1
APP-004911,-4,43086,37236,3404,0,0,1
APP-004911,-3,37998,30531,4199,1,0,1
APP-004911,-2,35730,25797,3838,0,0,1
APP-004911,-1,36119,25930,4808,0,0,1
APP-004911,0,38350,29118,2755,0,0,1
APP-004912,-5,30793,20504,4190,0,0,0
APP-004912,-4,29297,22043,3650,0,0,0
APP-004912,-3,38136,24937,3014,0,0,0
APP-004912,-2,49812,35614,8333,0,0,0
APP-004912,-1,24151,14630,5442,0,0,0
APP-004912,0,33807,28963,2288,0,0,0
APP-004913,-5,22019,16070,3110,0,0,0
APP-004913,-4,21907,14769,2867,0,0,0
APP-004913,-3,25218,23482,614,1,0,0
APP-004913,-2,12060,10270,923,0,0,0
APP-004913,-1,16226,14980,500,1,0,0
APP-004913,0,17209,12719,1327,1,0,0
APP-004914,-5,77935,67927,2745,1,0,0
APP-004914,-4,37895,28579,1714,0,0,0
APP-004914,-3,52878,48683,2307,0,0,0
APP-004914,-2,73056,50646,10870,0,0,0
APP-004914,-1,61205,52455,1435,0,0,0
APP-004914,0,45883,42921,949,0,0,0
APP-004915,-5,29046,23426,1146,0,0,1
APP-004915,-4,29588,17846,2075,0,0,1
APP-004915,-3,27075,17114,3202,0,1,1
APP-004915,-2,29415,24913,1277,0,0,1
APP-004915,-1,28411,22385,2628,0,0,1
APP-004915,0,29870,21626,1732,0,0,1
APP-004916,-5,28658,25987,678,0,0,1
APP-004916,-4,24255,20707,1537,0,0,1
APP-004916,-3,27755,20533,3607,0,0,1
APP-004916,-2,25488,16336,1832,0,0,1
APP-004916,-1,26911,22378,2713,0,0,0
APP-004916,0,27522,17783,5572,0,0,1
APP-004917,-5,45254,39877,908,0,0,1
APP-004917,-4,41459,29914,2769,0,0,1
APP-004917,-3,46894,41752,1928,0,0,1
APP-004917,-2,51878,32279,11275,0,0,1
APP-004917,-1,46320,38387,2345,0,0,1
APP-004917,0,44438,29427,6557,0,0,1
APP-004918,-5,30262,28355,1057,0,0,0
APP-004918,-4,35879,25487,3045,0,0,0
APP-004918,-3,46663,39049,4016,0,0,0
APP-004918,-2,35946,25033,6532,0,0,0
APP-004918,-1,26180,19428,3336,0,0,0
APP-004918,0,36516,34355,828,0,0,0
APP-004919,-5,70563,42946,12046,0,0,1
APP-004919,-4,70865,46997,11721,0,0,1
APP-004919,-3,66000,43448,10930,0,0,1
APP-004919,-2,71852,64679,1808,0,0,1
APP-004919,-1,72671,52767,4556,0,0,1
APP-004919,0,70490,42706,9463,0,0,1
APP-004920,-5,37127,23257,5189,0,0,1
APP-004920,-4,40832,37254,711,0,0,1
APP-004920,-3,35682,25867,4180,0,0,1
APP-004920,-2,38833,28356,6260,0,0,1
APP-004920,-1,40296,25363,8415,0,0,1
APP-004920,0,39034,30901,4064,0,0,1
APP-004921,-5,175330,158219,7890,0,0,0
APP-004921,-4,189816,172901,5197,0,0,0
APP-004921,-3,147734,104854,22738,0,0,0
APP-004921,-2,225361,169758,11142,0,0,0
APP-004921,-1,227430,204395,13079,0,0,0
APP-004921,0,185881,117066,29985,0,0,0
APP-004922,-5,41565,31346,2201,0,0,1
APP-004922,-4,40429,26919,5439,0,0,1
APP-004922,-3,39744,24083,4391,0,0,1
APP-004922,-2,39912,28622,3584,0,0,1
APP-004922,-1,38664,25913,3531,0,0,1
APP-004922,0,42401,26900,2797,0,0,1
APP-004923,-5,8012,7476,500,0,0,1
APP-004923,-4,9572,6604,643,0,0,1
APP-004923,-3,8416,6177,619,0,0,1
APP-004923,-2,9410,6972,500,0,0,1
APP-004923,-1,8417,6295,663,0,0,1
APP-004923,0,9830,6508,1870,0,0,1
APP-004924,-5,36215,32718,1669,0,0,1
APP-004924,-4,38950,33039,2829,0,0,1
APP-004924,-3,36097,21827,6569,1,0,1
APP-004924,-2,41694,37394,2350,0,0,1
APP-004924,-1,42084,31874,4312,1,0,1
APP-004924,0,43029,30203,2417,0,0,1
APP-004925,-5,97422,71874,14704,0,0,1
APP-004925,-4,98855,93154,1134,0,0,1
APP-004925,-3,105721,96389,3855,0,0,1
APP-004925,-2,87333,63867,11027,0,0,1
APP-004925,-1,87875,80649,1737,0,0,1
APP-004925,0,102357,66135,16407,0,0,1
APP-004926,-5,122353,94256,4862,0,0,0
APP-004926,-4,50050,43316,2431,0,0,0
APP-004926,-3,88572,65574,9141,0,0,0
APP-004926,-2,71556,67199,2257,0,0,0
APP-004926,-1,135394,126125,1962,0,0,0
APP-004926,0,98060,86726,6387,0,0,0
APP-004927,-5,171607,148125,6865,0,0,1
APP-004927,-4,169942,161150,2338,1,0,1
APP-004927,-3,168611,124238,11837,0,0,1
APP-004927,-2,196924,148394,12052,1,0,1
APP-004927,-1,184476,132008,9865,0,0,1
APP-004927,0,185282,149706,20913,1,0,1
APP-004928,-5,76834,72343,1403,0,0,0
APP-004928,-4,105356,68276,14094,0,0,0
APP-004928,-3,69490,42669,15421,1,0,0
APP-004928,-2,93601,76604,4659,0,0,0
APP-004928,-1,67493,60703,3083,0,0,0
APP-004928,0,82932,50972,11949,0,0,0
APP-004929,-5,92059,56945,16869,0,0,1
APP-004929,-4,112095,89203,6508,0,0,1
APP-004929,-3,96574,74543,12765,0,0,1
APP-004929,-2,93720,77287,8695,0,0,1
APP-004929,-1,110044,75100,7309,0,0,1
APP-004929,0,104358,87749,5581,0,0,1
APP-004930,-5,67727,63499,1181,0,0,1
APP-004930,-4,70981,56951,2626,0,0,1
APP-004930,-3,68222,55645,3584,0,0,1
APP-004930,-2,63575,38757,14107,0,0,1
APP-004930,-1,77661,59403,10228,0,0,1
APP-004930,0,70948,51505,7959,0,0,1
APP-004931,-5,235911,203183,17255,0,0,0
APP-004931,-4,270858,209742,32017,0,0,0
APP-004931,-3,238785,189941,20921,0,0,0
APP-004931,-2,285055,223413,31474,0,0,0
APP-004931,-1,200642,126728,19082,0,1,0
APP-004931,0,331727,275144,14489,0,0,0
APP-004932,-5,27282,20006,4164,0,0,0
APP-004932,-4,22955,16146,2276,0,0,0
APP-004932,-3,13294,10110,581,0,0,0
APP-004932,-2,27477,19515,2403,0,0,0
APP-004932,-1,25962,21473,2248,0,0,0
APP-004932,0,24160,16089,2610,0,0,0
APP-004933,-5,30211,18896,2954,0,0,1
APP-004933,-4,34080,28465,2238,0,0,0
APP-004933,-3,29746,20682,2185,0,0,1
APP-004933,-2,32721,26210,3630,0,0,1
APP-004933,-1,28394,23727,1198,0,0,1
APP-004933,0,33217,28019,2686,0,0,1
APP-004934,-5,17543,12869,882,0,0,1
APP-004934,-4,19212,12196,2917,0,0,1
APP-004934,-3,17870,14901,1409,0,0,1
APP-004934,-2,16603,14954,500,0,0,1
APP-004934,-1,20375,14808,2554,0,0,1
APP-004934,0,16743,11785,1207,0,0,1
APP-004935,-5,70160,49073,6353,0,1,1
APP-004935,-4,62041,51985,2030,0,0,1
APP-004935,-3,65540,56637,2457,0,0,1
APP-004935,-2,61862,54260,2966,0,0,1
APP-004935,-1,66543,52346,7870,0,0,1
APP-004935,0,75687,49401,6600,0,0,1
APP-004936,-5,35595,31685,1588,0,0,1
APP-004936,-4,31125,27436,1956,0,0,1
APP-004936,-3,30881,26270,2160,0,0,1
APP-004936,-2,34797,27644,3862,0,0,0
APP-004936,-1,30595,18718,4129,0,0,1
APP-004936,0,32642,22744,4547,0,0,1
APP-004937,-5,64536,39104,12046,0,0,1
APP-004937,-4,60344,52670,3605,0,0,1
APP-004937,-3,61180,56311,1680,1,0,1
APP-004937,-2,60944,45544,6083,0,0,1
APP-004937,-1,61229,52683,2129,0,0,1
APP-004937,0,53471,42490,6166,1,0,1
APP-004938,-5,31230,19990,1954,1,0,0
APP-004938,-4,27157,24572,596,0,0,0
APP-004938,-3,44203,34618,4036,0,0,0
APP-004938,-2,51816,44738,1250,0,0,0
APP-004938,-1,41611,32419,5347,0,0,0
APP-004938,0,43195,37572,2290,0,0,0
APP-004939,-5,44597,35960,3183,1,0,1
APP-004939,-4,45162,37748,3598,1,0,1
APP-004939,-3,40669,38484,1114,0,1,1
APP-004939,-2,41138,30430,2438,0,0,1
APP-004939,-1,46584,37312,2659,0,0,1
APP-004939,0,42176,28403,5973,1,0,1
APP-004940,-5,79376,64427,8296,0,0,1
APP-004940,-4,80412,61399,8658,0,0,1
APP-004940,-3,72207,49193,4615,0,0,1
APP-004940,-2,74801,65372,5145,0,0,1
APP-004940,-1,75756,48825,5683,0,0,1
APP-004940,0,78204,59789,6411,0,0,0
APP-004941,-5,41528,38565,1263,0,0,1
APP-004941,-4,41444,36756,1544,0,0,1
APP-004941,-3,38238,24049,6008,0,0,1
APP-004941,-2,34499,24447,1795,0,1,1
APP-004941,-1,36074,25205,5183,0,0,1
APP-004941,0,36495,24963,5246,0,0,1
APP-004942,-5,155208,124682,7964,0,0,0
APP-004942,-4,114891,75382,22208,0,0,0
APP-004942,-3,115957,102880,2867,0,0,0
APP-004942,-2,101058,91314,2544,0,0,0
APP-004942,-1,116279,107392,3354,0,0,0
APP-004942,0,115586,102267,3643,0,0,0
APP-004943,-5,55909,51177,1321,0,0,1
APP-004943,-4,56943,42113,3065,0,0,1
APP-004943,-3,56111,43599,2324,0,0,0
APP-004943,-2,58747,45810,7334,0,0,1
APP-004943,-1,49467,35074,5026,0,0,1
APP-004943,0,49832,40376,1738,0,0,1
APP-004944,-5,112653,89439,6809,0,0,0
APP-004944,-4,70779,62513,4541,1,0,0
APP-004944,-3,114758,106839,2698,0,0,0
APP-004944,-2,67432,56176,5908,0,0,0
APP-004944,-1,57851,38549,3582,0,0,0
APP-004944,0,92159,61357,9508,0,0,0
APP-004945,-5,71092,45288,10504,0,1,1
APP-004945,-4,79996,57202,5371,0,0,1
APP-004945,-3,74997,70038,872,0,0,1
APP-004945,-2,69105,44491,14356,0,0,1
APP-004945,-1,69163,50041,10994,0,0,1
APP-004945,0,81528,52864,5426,0,0,1
APP-004946,-5,100100,78505,4498,0,0,1
APP-004946,-4,100456,77386,12472,0,0,1
APP-004946,-3,96658,59482,15815,1,0,1
APP-004946,-2,111766,74941,7238,0,0,0
APP-004946,-1,103190,94714,1739,0,0,1
APP-004946,0,118583,78775,11274,0,0,1
APP-004947,-5,42747,26991,7622,0,0,1
APP-004947,-4,39596,36742,731,0,0,1
APP-004947,-3,44621,41477,1012,0,0,1
APP-004947,-2,37787,33952,2049,0,0,1
APP-004947,-1,41530,35203,2943,0,0,1
APP-004947,0,45043,30955,3005,0,0,1
APP-004948,-5,48967,32992,3312,0,0,0
APP-004948,-4,23859,16317,4016,0,0,0
APP-004948,-3,31506,28734,1647,1,0,0
APP-004948,-2,54300,41430,5515,0,0,0
APP-004948,-1,48904,30460,9538,0,0,0
APP-004948,0,41584,25258,6178,0,0,0
APP-004949,-5,128328,115612,2136,0,0,0
APP-004949,-4,100616,83147,9271,0,0,0
APP-004949,-3,218535,144856,22198,0,0,0
APP-004949,-2,230054,200836,13863,0,0,0
APP-004949,-1,107778,71221,8863,0,0,0
APP-004949,0,162137,111695,20259,0,0,0
APP-004950,-5,26141,22412,572,0,0,1
APP-004950,-4,24136,15117,1824,0,0,1
APP-004950,-3,27400,21522,2012,0,0,1
APP-004950,-2,24694,16881,4177,1,0,1
APP-004950,-1,24285,18944,1527,0,0,1
APP-004950,0,22829,15580,1913,0,0,1
APP-004951,-5,72903,56630,5316,0,0,1
APP-004951,-4,72397,60408,5649,0,0,0
APP-004951,-3,73512,51051,6867,0,0,1
APP-004951,-2,72688,56784,3662,0,0,1
APP-004951,-1,60304,53323,4051,0,0,1
APP-004951,0,65813,43169,4155,0,0,1
APP-004952,-5,132719,121169,5084,0,0,1
APP-004952,-4,132570,120492,1935,0,0,1
APP-004952,-3,117227,100202,4387,0,0,1
APP-004952,-2,133454,125625,1239,0,0,1
APP-004952,-1,132359,101577,12897,0,0,1
APP-004952,0,112175,89651,12580,0,1,1
APP-004953,-5,32757,28212,1992,0,0,0
APP-004953,-4,47021,39468,3756,0,0,0
APP-004953,-3,41254,36801,1909,0,0,0
APP-004953,-2,44176,34188,4768,0,0,0
APP-004953,-1,29677,26433,920,0,0,0
APP-004953,0,20815,15459,1438,0,0,0
APP-004954,-5,82928,71077,2855,0,0,0
APP-004954,-4,70797,45772,6525,0,0,0
APP-004954,-3,75576,68820,1977,0,0,0
APP-004954,-2,87945,75370,5806,0,0,0
APP-004954,-1,81069,69569,6386,1,0,0
APP-004954,0,63282,54810,4396,0,0,0
APP-004955,-5,101190,89760,1781,1,0,1
APP-004955,-4,105817,100427,1094,0,0,1
APP-004955,-3,93613,62161,13704,0,0,1
APP-004955,-2,104046,66635,8310,0,0,1
APP-004955,-1,104511,64943,16477,0,0,1
APP-004955,0,94173,65540,9102,0,0,1
APP-004956,-5,113454,69548,14611,0,0,0
APP-004956,-4,99620,88387,3893,1,0,0
APP-004956,-3,84126,76083,2682,0,0,0
APP-004956,-2,142365,116085,5683,0,0,0
APP-004956,-1,82109,77641,2049,0,0,0
APP-004956,0,140963,116232,6325,0,0,0
APP-004957,-5,20602,13578,1078,0,0,0
APP-004957,-4,35265,26625,1770,0,0,0
APP-004957,-3,32349,27454,2840,0,0,0
APP-004957,-2,21462,20234,642,0,0,0
APP-004957,-1,36861,25323,6558,0,0,0
APP-004957,0,35734,30340,2700,0,0,0
APP-004958,-5,42914,29255,2683,1,0,0
APP-004958,-4,85448,77934,1490,0,0,0
APP-004958,-3,65081,56807,2126,0,0,0
APP-004958,-2,73266,44652,9697,1,0,0
APP-004958,-1,47548,38081,2307,0,0,0
APP-004958,0,95068,79192,7923,1,0,0
APP-004959,-5,24243,14695,5047,0,0,1
APP-004959,-4,25602,20876,1866,0,0,1
APP-004959,-3,23922,15294,1618,1,0,1
APP-004959,-2,21702,15284,1855,0,0,1
APP-004959,-1,22953,18266,2336,1,0,1
APP-004959,0,26124,21282,1635,1,1,1
APP-004960,-5,96288,64514,6543,0,0,1
APP-004960,-4,90700,79309,5445,0,0,1
APP-004960,-3,94293,80822,2812,0,0,1
APP-004960,-2,96771,62910,7607,0,0,1
APP-004960,-1,100731,94478,2253,0,0,0
APP-004960,0,99993,77534,10229,0,0,1
APP-004961,-5,25884,23587,1375,0,0,0
APP-004961,-4,15417,11257,1948,1,0,0
APP-004961,-3,13004,12308,500,0,0,0
APP-004961,-2,16026,13259,1123,0,0,0
APP-004961,-1,17073,12947,2225,0,0,0
APP-004961,0,20973,19315,565,0,0,0
APP-004962,-5,21673,19602,933,0,0,1
APP-004962,-4,23953,14980,3464,0,0,1
APP-004962,-3,23176,21189,1172,0,0,1
