application_id,quarter,declared_turnover,tax_paid,filing_status,days_late
APP-004202,Q1-2024,563948.0,60738.0,Filed On Time,0.0
APP-004202,Q2-2024,419772.0,46906.0,Filed On Time,0.0
APP-004202,Q3-2024,441590.0,66186.0,Filed On Time,0.0
APP-004202,Q4-2024,416137.0,34096.0,Filed On Time,0.0
APP-004203,Q2-2023,144317.0,15462.0,Filed On Time,0.0
APP-004203,Q3-2023,202407.0,16865.0,Filed On Time,0.0
APP-004203,Q4-2023,176826.0,27117.0,Late,44.0
APP-004203,Q1-2024,159037.0,12112.0,Filed On Time,0.0
APP-004203,Q2-2024,197931.0,17201.0,Filed On Time,0.0
APP-004203,Q3-2024,194310.0,23089.0,Filed On Time,0.0
APP-004203,Q4-2024,184504.0,28067.0,Filed On Time,0.0
APP-004207,Q1-2023,212285.0,13193.0,Filed On Time,0.0
APP-004207,Q2-2023,216390.0,31100.0,Filed On Time,0.0
APP-004207,Q3-2023,144997.0,11077.0,Filed On Time,0.0
APP-004207,Q4-2023,183797.0,20050.0,Late,113.0
APP-004207,Q1-2024,209985.0,16551.0,Late,28.0
APP-004207,Q2-2024,151139.0,10787.0,Filed On Time,0.0
APP-004207,Q3-2024,199256.0,15036.0,Filed On Time,0.0
APP-004207,Q4-2024,189833.0,10541.0,Filed On Time,0.0
APP-004208,Q1-2024,106609.0,14166.0,Filed On Time,0.0
APP-004208,Q2-2024,96283.0,9783.0,Filed On Time,0.0
APP-004208,Q3-2024,93635.0,14669.0,Filed On Time,0.0
APP-004208,Q4-2024,86189.0,14538.0,Late,52.0
APP-004209,Q1-2023,,,Missing,
APP-004209,Q2-2023,63065.0,8780.0,Late,77.0
APP-004209,Q3-2023,,,Missing,
APP-004209,Q4-2023,85185.0,10675.0,Filed On Time,0.0
APP-004209,Q1-2024,73274.0,5824.0,Filed On Time,0.0
APP-004209,Q2-2024,97003.0,10344.0,Filed On Time,0.0
APP-004209,Q3-2024,86680.0,6200.0,Late,28.0
APP-004209,Q4-2024,69107.0,7086.0,Filed On Time,0.0
APP-004212,Q1-2023,299520.0,40422.0,Filed On Time,0.0
APP-004212,Q2-2023,355371.0,58146.0,Late,24.0
APP-004212,Q3-2023,282179.0,41146.0,Late,96.0
APP-004212,Q4-2023,406269.0,48365.0,Filed On Time,0.0
APP-004212,Q1-2024,314899.0,23109.0,Late,30.0
APP-004212,Q2-2024,238669.0,30127.0,Filed On Time,0.0
APP-004212,Q3-2024,407712.0,53001.0,Filed On Time,0.0
APP-004212,Q4-2024,306004.0,41453.0,Late,97.0
APP-004214,Q3-2023,389594.0,62461.0,Filed On Time,0.0
APP-004214,Q4-2023,428834.0,27489.0,Filed On Time,0.0
APP-004214,Q1-2024,424028.0,63934.0,Filed On Time,0.0
APP-004214,Q2-2024,384667.0,58619.0,Filed On Time,0.0
APP-004214,Q3-2024,488829.0,45028.0,Filed On Time,0.0
APP-004214,Q4-2024,580118.0,85523.0,Late,108.0
APP-004216,Q1-2024,132883.0,13656.0,Late,24.0
APP-004216,Q2-2024,168886.0,12145.0,Filed On Time,0.0
APP-004216,Q3-2024,199002.0,30085.0,Filed On Time,0.0
APP-004216,Q4-2024,165451.0,18510.0,Late,44.0
APP-004217,Q1-2023,185804.0,31714.0,Late,104.0
APP-004217,Q2-2023,212022.0,27976.0,Filed On Time,0.0
APP-004217,Q3-2023,222883.0,12716.0,Late,53.0
APP-004217,Q4-2023,155186.0,15645.0,Late,30.0
APP-004217,Q1-2024,157796.0,11691.0,Filed On Time,0.0
APP-004217,Q2-2024,211684.0,26093.0,Filed On Time,0.0
APP-004217,Q3-2024,262271.0,36225.0,Filed On Time,0.0
APP-004217,Q4-2024,166870.0,17645.0,Late,54.0
APP-004218,Q1-2024,169017.0,13360.0,Filed On Time,0.0
APP-004218,Q2-2024,265533.0,39636.0,Late,35.0
APP-004218,Q3-2024,154474.0,23089.0,Late,2.0
APP-004218,Q4-2024,198612.0,25821.0,Filed On Time,0.0
APP-004220,Q1-2023,437692.0,39753.0,Filed On Time,0.0
APP-004220,Q2-2023,401157.0,64583.0,Filed On Time,0.0
APP-004220,Q3-2023,572814.0,51438.0,Filed On Time,0.0
APP-004220,Q4-2023,412156.0,66195.0,Filed On Time,0.0
APP-004220,Q1-2024,562718.0,37785.0,Filed On Time,0.0
APP-004220,Q2-2024,570101.0,97204.0,Filed On Time,0.0
APP-004220,Q3-2024,485575.0,81013.0,Late,46.0
APP-004220,Q4-2024,424333.0,24748.0,Filed On Time,0.0
APP-004221,Q1-2023,95218.0,14579.0,Filed On Time,0.0
APP-004221,Q2-2023,93930.0,7473.0,Filed On Time,0.0
APP-004221,Q3-2023,111410.0,17909.0,Filed On Time,0.0
APP-004221,Q4-2023,117062.0,9706.0,Filed On Time,0.0
APP-004221,Q1-2024,104977.0,8387.0,Late,72.0
APP-004221,Q2-2024,115605.0,13441.0,Filed On Time,0.0
APP-004221,Q3-2024,107989.0,12188.0,Filed On Time,0.0
APP-004221,Q4-2024,104852.0,16963.0,Filed On Time,0.0
APP-004222,Q1-2023,189342.0,31132.0,Late,80.0
APP-004222,Q2-2023,181711.0,13136.0,Filed On Time,0.0
APP-004222,Q3-2023,201648.0,13786.0,Late,18.0
APP-004222,Q4-2023,120932.0,7039.0,Filed On Time,0.0
APP-004222,Q1-2024,139010.0,7850.0,Late,107.0
APP-004222,Q2-2024,157173.0,16349.0,Filed On Time,0.0
APP-004222,Q3-2024,119378.0,17031.0,Filed On Time,0.0
APP-004222,Q4-2024,167394.0,21179.0,Filed On Time,0.0
APP-004224,Q1-2024,,,Missing,
APP-004224,Q2-2024,383590.0,45294.0,Late,23.0
APP-004224,Q3-2024,390857.0,54163.0,Late,67.0
APP-004224,Q4-2024,,,Missing,
APP-004226,Q1-2023,335062.0,30142.0,Filed On Time,0.0
APP-004226,Q2-2023,,,Missing,
APP-004226,Q3-2023,,,Missing,
APP-004226,Q4-2023,317040.0,42675.0,Late,11.0
APP-004226,Q1-2024,,,Missing,
APP-004226,Q2-2024,314765.0,56649.0,Filed On Time,0.0
APP-004226,Q3-2024,243555.0,40534.0,Filed On Time,0.0
APP-004226,Q4-2024,280173.0,35568.0,Filed On Time,0.0
APP-004228,Q1-2023,,,Missing,
APP-004228,Q2-2023,441011.0,30317.0,Late,23.0
APP-004228,Q3-2023,403394.0,23936.0,Filed On Time,0.0
APP-004228,Q4-2023,,,Missing,
APP-004228,Q1-2024,518733.0,29586.0,Filed On Time,0.0
APP-004228,Q2-2024,345728.0,22751.0,Filed On Time,0.0
APP-004228,Q3-2024,399568.0,28479.0,Filed On Time,0.0
APP-004228,Q4-2024,,,Missing,
APP-004230,Q1-2024,711815.0,89768.0,Filed On Time,0.0
APP-004230,Q2-2024,628908.0,102904.0,Late,36.0
APP-004230,Q3-2024,526701.0,87505.0,Late,10.0
APP-004230,Q4-2024,584633.0,48989.0,Filed On Time,0.0
APP-004232,Q1-2023,336435.0,37811.0,Filed On Time,0.0
APP-004232,Q2-2023,431061.0,43873.0,Filed On Time,0.0
APP-004232,Q3-2023,390856.0,20946.0,Filed On Time,0.0
APP-004232,Q4-2023,327770.0,17321.0,Filed On Time,0.0
APP-004232,Q1-2024,298089.0,29002.0,Late,105.0
APP-004232,Q2-2024,380914.0,63458.0,Filed On Time,0.0
APP-004232,Q3-2024,278003.0,43478.0,Late,76.0
APP-004232,Q4-2024,332732.0,25283.0,Late,64.0
APP-004233,Q1-2023,84498.0,8680.0,Late,1.0
APP-004233,Q2-2023,,,Missing,
APP-004233,Q3-2023,100805.0,6855.0,Late,74.0
APP-004233,Q4-2023,109885.0,5898.0,Filed On Time,0.0
APP-004233,Q1-2024,89249.0,4532.0,Late,12.0
APP-004233,Q2-2024,91783.0,6632.0,Late,108.0
APP-004233,Q3-2024,74536.0,7831.0,Filed On Time,0.0
APP-004233,Q4-2024,106330.0,19130.0,Late,100.0
APP-004237,Q1-2023,,,Missing,
APP-004237,Q2-2023,351078.0,62203.0,Late,107.0
APP-004237,Q3-2023,275950.0,27671.0,Filed On Time,0.0
APP-004237,Q4-2023,,,Missing,
APP-004237,Q1-2024,372951.0,44631.0,Filed On Time,0.0
APP-004237,Q2-2024,301549.0,20593.0,Filed On Time,0.0
APP-004237,Q3-2024,346065.0,60428.0,Late,96.0
APP-004237,Q4-2024,347556.0,32440.0,Filed On Time,0.0
APP-004239,Q3-2023,102136.0,9764.0,Filed On Time,0.0
APP-004239,Q4-2023,74779.0,13455.0,Filed On Time,0.0
APP-004239,Q1-2024,107973.0,16819.0,Filed On Time,0.0
APP-004239,Q2-2024,104024.0,15183.0,Late,69.0
APP-004239,Q3-2024,116146.0,19244.0,Filed On Time,0.0
APP-004239,Q4-2024,,,Missing,
APP-004242,Q1-2024,342560.0,60041.0,Late,27.0
APP-004242,Q2-2024,202577.0,13102.0,Filed On Time,0.0
APP-004242,Q3-2024,251303.0,27262.0,Filed On Time,0.0
APP-004242,Q4-2024,212107.0,32656.0,Filed On Time,0.0
APP-004246,Q1-2023,353740.0,54838.0,Late,34.0
APP-004246,Q2-2023,409401.0,57700.0,Filed On Time,0.0
APP-004246,Q3-2023,407658.0,71612.0,Late,92.0
APP-004246,Q4-2023,316568.0,21197.0,Filed On Time,0.0
APP-004246,Q1-2024,368597.0,43454.0,Filed On Time,0.0
APP-004246,Q2-2024,284425.0,49353.0,Filed On Time,0.0
APP-004246,Q3-2024,319225.0,28436.0,Filed On Time,0.0
APP-004246,Q4-2024,345222.0,61551.0,Filed On Time,0.0
APP-004249,Q1-2024,76071.0,11330.0,Late,55.0
APP-004249,Q2-2024,92709.0,8054.0,Late,52.0
APP-004249,Q3-2024,81721.0,7627.0,Filed On Time,0.0
APP-004249,Q4-2024,,,Missing,
APP-004251,Q1-2023,297844.0,23082.0,Filed On Time,0.0
APP-004251,Q2-2023,,,Missing,
APP-004251,Q3-2023,246882.0,26604.0,Filed On Time,0.0
APP-004251,Q4-2023,325066.0,27117.0,Filed On Time,0.0
APP-004251,Q1-2024,232869.0,30738.0,Late,70.0
APP-004251,Q2-2024,245227.0,30369.0,Filed On Time,0.0
APP-004251,Q3-2024,308399.0,21974.0,Filed On Time,0.0
APP-004251,Q4-2024,222655.0,11239.0,Filed On Time,0.0
APP-004252,Q3-2023,273224.0,33915.0,Filed On Time,0.0
APP-004252,Q4-2023,248818.0,18077.0,Filed On Time,0.0
APP-004252,Q1-2024,302646.0,49135.0,Late,2.0
APP-004252,Q2-2024,219136.0,15370.0,Filed On Time,0.0
APP-004252,Q3-2024,245163.0,32137.0,Late,64.0
APP-004252,Q4-2024,,,Missing,
APP-004253,Q1-2023,251997.0,32528.0,Late,53.0
APP-004253,Q2-2023,202665.0,29184.0,Filed On Time,0.0
APP-004253,Q3-2023,174716.0,29872.0,Filed On Time,0.0
APP-004253,Q4-2023,209736.0,21057.0,Late,58.0
APP-004253,Q1-2024,214324.0,38106.0,Late,66.0
APP-004253,Q2-2024,215272.0,28010.0,Filed On Time,0.0
APP-004253,Q3-2024,252426.0,21724.0,Late,59.0
APP-004253,Q4-2024,167672.0,23126.0,Filed On Time,0.0
APP-004258,Q1-2023,361458.0,64043.0,Filed On Time,0.0
APP-004258,Q2-2023,375861.0,19023.0,Filed On Time,0.0
APP-004258,Q3-2023,446077.0,66193.0,Filed On Time,0.0
APP-004258,Q4-2023,455276.0,23019.0,Late,15.0
APP-004258,Q1-2024,359554.0,50369.0,Filed On Time,0.0
APP-004258,Q2-2024,297446.0,32169.0,Filed On Time,0.0
APP-004258,Q3-2024,349911.0,34580.0,Late,105.0
APP-004258,Q4-2024,459350.0,62935.0,Filed On Time,0.0
APP-004259,Q1-2023,249106.0,44033.0,Filed On Time,0.0
APP-004259,Q2-2023,281271.0,35946.0,Late,36.0
APP-004259,Q3-2023,302505.0,39435.0,Late,100.0
APP-004259,Q4-2023,234839.0,32612.0,Filed On Time,0.0
APP-004259,Q1-2024,257653.0,38937.0,Filed On Time,0.0
APP-004259,Q2-2024,218791.0,20219.0,Filed On Time,0.0
APP-004259,Q3-2024,237531.0,12016.0,Late,9.0
APP-004259,Q4-2024,204417.0,21239.0,Filed On Time,0.0
APP-004260,Q1-2024,202537.0,18364.0,Filed On Time,0.0
APP-004260,Q2-2024,196816.0,16305.0,Late,29.0
APP-004260,Q3-2024,225302.0,31843.0,Late,113.0
APP-004260,Q4-2024,214178.0,13026.0,Filed On Time,0.0
APP-004263,Q1-2023,973760.0,52400.0,Late,60.0
APP-004263,Q2-2023,1064658.0,125450.0,Filed On Time,0.0
APP-004263,Q3-2023,,,Missing,
APP-004263,Q4-2023,1052326.0,155765.0,Filed On Time,0.0
APP-004263,Q1-2024,1423148.0,227184.0,Filed On Time,0.0
APP-004263,Q2-2024,1226512.0,188013.0,Filed On Time,0.0
APP-004263,Q3-2024,1041862.0,168288.0,Late,61.0
APP-004263,Q4-2024,1470150.0,88011.0,Filed On Time,0.0
APP-004264,Q1-2023,353602.0,61299.0,Filed On Time,0.0
APP-004264,Q2-2023,287729.0,21233.0,Filed On Time,0.0
APP-004264,Q3-2023,336163.0,23490.0,Filed On Time,0.0
APP-004264,Q4-2023,370278.0,29816.0,Filed On Time,0.0
APP-004264,Q1-2024,275333.0,22180.0,Late,71.0
APP-004264,Q2-2024,383302.0,23413.0,Late,11.0
APP-004264,Q3-2024,326813.0,46617.0,Filed On Time,0.0
APP-004264,Q4-2024,335001.0,53750.0,Filed On Time,0.0
APP-004266,Q1-2023,,,Missing,
APP-004266,Q2-2023,,,Missing,
APP-004266,Q3-2023,,,Missing,
APP-004266,Q4-2023,185891.0,23728.0,Late,53.0
APP-004266,Q1-2024,155436.0,18318.0,Filed On Time,0.0
APP-004266,Q2-2024,167395.0,13150.0,Filed On Time,0.0
APP-004266,Q3-2024,153091.0,8434.0,Late,115.0
APP-004266,Q4-2024,156808.0,19647.0,Filed On Time,0.0
APP-004271,Q1-2023,196746.0,21104.0,Late,3.0
APP-004271,Q2-2023,183920.0,9403.0,Filed On Time,0.0
APP-004271,Q3-2023,221134.0,32820.0,Late,77.0
APP-004271,Q4-2023,174188.0,22464.0,Late,117.0
APP-004271,Q1-2024,149738.0,18110.0,Late,23.0
APP-004271,Q2-2024,215547.0,36219.0,Late,94.0
APP-004271,Q3-2024,,,Missing,
APP-004271,Q4-2024,170411.0,13937.0,Late,53.0
APP-004272,Q1-2023,,,Missing,
APP-004272,Q2-2023,209201.0,34567.0,Filed On Time,0.0
APP-004272,Q3-2023,207428.0,26103.0,Filed On Time,0.0
APP-004272,Q4-2023,158676.0,8463.0,Filed On Time,0.0
APP-004272,Q1-2024,173164.0,30152.0,Late,89.0
APP-004272,Q2-2024,,,Missing,
APP-004272,Q3-2024,190847.0,29309.0,Filed On Time,0.0
APP-004272,Q4-2024,157530.0,17653.0,Late,72.0
APP-004274,Q1-2023,,,Missing,
APP-004274,Q2-2023,56291.0,5867.0,Late,86.0
APP-004274,Q3-2023,65066.0,4930.0,Late,49.0
APP-004274,Q4-2023,,,Missing,
APP-004274,Q1-2024,,,Missing,
APP-004274,Q2-2024,,,Missing,
APP-004274,Q3-2024,43251.0,4515.0,Filed On Time,0.0
APP-004274,Q4-2024,61187.0,3336.0,Late,73.0
APP-004278,Q1-2023,305521.0,40313.0,Late,114.0
APP-004278,Q2-2023,428703.0,61544.0,Late,79.0
APP-004278,Q3-2023,298085.0,34870.0,Filed On Time,0.0
APP-004278,Q4-2023,265015.0,16578.0,Filed On Time,0.0
APP-004278,Q1-2024,419144.0,59977.0,Filed On Time,0.0
APP-004278,Q2-2024,420597.0,58233.0,Filed On Time,0.0
APP-004278,Q3-2024,290022.0,51682.0,Late,68.0
APP-004278,Q4-2024,255001.0,30316.0,Filed On Time,0.0
APP-004279,Q4-2023,337013.0,43564.0,Filed On Time,0.0
APP-004279,Q1-2024,312423.0,47410.0,Filed On Time,0.0
APP-004279,Q2-2024,,,Missing,
APP-004279,Q3-2024,377075.0,64659.0,Filed On Time,0.0
APP-004279,Q4-2024,407673.0,47605.0,Filed On Time,0.0
APP-004286,Q1-2023,,,Missing,
APP-004286,Q2-2023,931659.0,123629.0,Late,102.0
APP-004286,Q3-2023,1115273.0,77682.0,Filed On Time,0.0
APP-004286,Q4-2023,1094807.0,190999.0,Late,71.0
APP-004286,Q1-2024,,,Missing,
APP-004286,Q2-2024,,,Missing,
APP-004286,Q3-2024,1088060.0,185005.0,Filed On Time,0.0
APP-004286,Q4-2024,820294.0,110686.0,Late,111.0
APP-004288,Q1-2024,362658.0,20078.0,Filed On Time,0.0
APP-004288,Q2-2024,,,Missing,
APP-004288,Q3-2024,299213.0,38365.0,Filed On Time,0.0
APP-004288,Q4-2024,321465.0,18003.0,Filed On Time,0.0
APP-004289,Q1-2023,310474.0,20977.0,Filed On Time,0.0
APP-004289,Q2-2023,235571.0,28134.0,Filed On Time,0.0
APP-004289,Q3-2023,362179.0,41823.0,Filed On Time,0.0
APP-004289,Q4-2023,297004.0,17897.0,Filed On Time,0.0
APP-004289,Q1-2024,221099.0,35750.0,Filed On Time,0.0
APP-004289,Q2-2024,252285.0,24841.0,Filed On Time,0.0
APP-004289,Q3-2024,380155.0,64575.0,Filed On Time,0.0
APP-004289,Q4-2024,294068.0,44220.0,Late,9.0
APP-004293,Q4-2023,287876.0,32461.0,Filed On Time,0.0
APP-004293,Q1-2024,261287.0,16203.0,Filed On Time,0.0
APP-004293,Q2-2024,300273.0,28045.0,Filed On Time,0.0
APP-004293,Q3-2024,265380.0,37094.0,Late,61.0
APP-004293,Q4-2024,267831.0,44686.0,Filed On Time,0.0
APP-004294,Q2-2023,223320.0,38560.0,Filed On Time,0.0
APP-004294,Q3-2023,162246.0,19569.0,Late,97.0
APP-004294,Q4-2023,224250.0,29155.0,Filed On Time,0.0
APP-004294,Q1-2024,,,Missing,
APP-004294,Q2-2024,,,Missing,
APP-004294,Q3-2024,186334.0,23380.0,Late,66.0
APP-004294,Q4-2024,,,Missing,
APP-004295,Q1-2023,42251.0,3222.0,Filed On Time,0.0
APP-004295,Q2-2023,64806.0,7347.0,Filed On Time,0.0
APP-004295,Q3-2023,,,Missing,
APP-004295,Q4-2023,,,Missing,
APP-004295,Q1-2024,45987.0,5766.0,Late,44.0
APP-004295,Q2-2024,,,Missing,
APP-004295,Q3-2024,52511.0,5171.0,Filed On Time,0.0
APP-004295,Q4-2024,,,Missing,
APP-004298,Q1-2023,577877.0,101445.0,Late,43.0
APP-004298,Q2-2023,411764.0,25374.0,Filed On Time,0.0
APP-004298,Q3-2023,484059.0,62449.0,Late,74.0
APP-004298,Q4-2023,,,Missing,
APP-004298,Q1-2024,362460.0,49330.0,Filed On Time,0.0
APP-004298,Q2-2024,,,Missing,
APP-004298,Q3-2024,,,Missing,
APP-004298,Q4-2024,475243.0,77607.0,Late,109.0
APP-004299,Q1-2023,210387.0,12781.0,Filed On Time,0.0
APP-004299,Q2-2023,159923.0,24201.0,Late,115.0
APP-004299,Q3-2023,137515.0,20703.0,Late,54.0
APP-004299,Q4-2023,218317.0,19217.0,Filed On Time,0.0
APP-004299,Q1-2024,,,Missing,
APP-004299,Q2-2024,184611.0,21345.0,Late,3.0
APP-004299,Q3-2024,165550.0,17500.0,Filed On Time,0.0
APP-004299,Q4-2024,174659.0,22646.0,Filed On Time,0.0
APP-004300,Q1-2024,262398.0,42258.0,Filed On Time,0.0
APP-004300,Q2-2024,267653.0,34605.0,Filed On Time,0.0
APP-004300,Q3-2024,282561.0,17234.0,Filed On Time,0.0
APP-004300,Q4-2024,287656.0,39836.0,Filed On Time,0.0
APP-004304,Q1-2023,300148.0,51870.0,Filed On Time,0.0
APP-004304,Q2-2023,289219.0,48829.0,Filed On Time,0.0
APP-004304,Q3-2023,202607.0,29172.0,Late,110.0
APP-004304,Q4-2023,212299.0,23083.0,Filed On Time,0.0
APP-004304,Q1-2024,275486.0,24867.0,Filed On Time,0.0
APP-004304,Q2-2024,234021.0,25462.0,Filed On Time,0.0
APP-004304,Q3-2024,230182.0,20168.0,Filed On Time,0.0
APP-004304,Q4-2024,266403.0,37454.0,Filed On Time,0.0
APP-004307,Q1-2023,311169.0,38603.0,Filed On Time,0.0
APP-004307,Q2-2023,269601.0,25897.0,Filed On Time,0.0
APP-004307,Q3-2023,314922.0,38621.0,Late,65.0
APP-004307,Q4-2023,263532.0,42301.0,Filed On Time,0.0
APP-004307,Q1-2024,316618.0,32830.0,Filed On Time,0.0
APP-004307,Q2-2024,305346.0,29647.0,Filed On Time,0.0
APP-004307,Q3-2024,268395.0,17212.0,Late,35.0
APP-004307,Q4-2024,320645.0,29203.0,Filed On Time,0.0
APP-004309,Q1-2023,313856.0,34562.0,Filed On Time,0.0
APP-004309,Q2-2023,258140.0,41448.0,Late,98.0
APP-004309,Q3-2023,223076.0,18206.0,Filed On Time,0.0
APP-004309,Q4-2023,235043.0,29206.0,Filed On Time,0.0
APP-004309,Q1-2024,248039.0,35386.0,Filed On Time,0.0
APP-004309,Q2-2024,219185.0,26316.0,Late,94.0
APP-004309,Q3-2024,229652.0,25943.0,Late,72.0
APP-004309,Q4-2024,338728.0,17072.0,Filed On Time,0.0
APP-004311,Q1-2024,216460.0,31654.0,Late,115.0
APP-004311,Q2-2024,257431.0,36809.0,Late,110.0
APP-004311,Q3-2024,225714.0,20256.0,Filed On Time,0.0
APP-004311,Q4-2024,250318.0,13740.0,Filed On Time,0.0
APP-004313,Q1-2023,489011.0,63248.0,Late,66.0
APP-004313,Q2-2023,443844.0,27044.0,Filed On Time,0.0
APP-004313,Q3-2023,540206.0,73663.0,Late,27.0
APP-004313,Q4-2023,523982.0,51826.0,Filed On Time,0.0
APP-004313,Q1-2024,583415.0,80454.0,Filed On Time,0.0
APP-004313,Q2-2024,577870.0,88395.0,Filed On Time,0.0
APP-004313,Q3-2024,389764.0,69556.0,Filed On Time,0.0
APP-004313,Q4-2024,608863.0,64267.0,Filed On Time,0.0
APP-004317,Q1-2023,143793.0,11088.0,Filed On Time,0.0
APP-004317,Q2-2023,165394.0,22470.0,Filed On Time,0.0
APP-004317,Q3-2023,158805.0,26722.0,Filed On Time,0.0
APP-004317,Q4-2023,114868.0,7581.0,Filed On Time,0.0
APP-004317,Q1-2024,121596.0,19554.0,Late,87.0
APP-004317,Q2-2024,147071.0,8004.0,Filed On Time,0.0
APP-004317,Q3-2024,150680.0,15715.0,Filed On Time,0.0
APP-004317,Q4-2024,131509.0,20567.0,Filed On Time,0.0
APP-004319,Q1-2024,700505.0,122571.0,Filed On Time,0.0
APP-004319,Q2-2024,433662.0,49548.0,Late,78.0
APP-004319,Q3-2024,578093.0,54817.0,Filed On Time,0.0
APP-004319,Q4-2024,616585.0,73409.0,Filed On Time,0.0
APP-004323,Q3-2023,142839.0,11951.0,Filed On Time,0.0
APP-004323,Q4-2023,114432.0,19298.0,Filed On Time,0.0
APP-004323,Q1-2024,101810.0,16426.0,Late,50.0
APP-004323,Q2-2024,,,Missing,
APP-004323,Q3-2024,98148.0,17593.0,Filed On Time,0.0
APP-004323,Q4-2024,114023.0,9326.0,Filed On Time,0.0
APP-004324,Q1-2023,206256.0,23839.0,Late,66.0
APP-004324,Q2-2023,287953.0,43810.0,Filed On Time,0.0
APP-004324,Q3-2023,189860.0,12544.0,Filed On Time,0.0
APP-004324,Q4-2023,238238.0,40999.0,Late,74.0
APP-004324,Q1-2024,217560.0,19614.0,Late,64.0
APP-004324,Q2-2024,229781.0,27465.0,Late,16.0
APP-004324,Q3-2024,249498.0,40776.0,Filed On Time,0.0
APP-004324,Q4-2024,251701.0,28822.0,Filed On Time,0.0
APP-004326,Q1-2023,542921.0,78869.0,Late,42.0
APP-004326,Q2-2023,522359.0,40711.0,Filed On Time,0.0
APP-004326,Q3-2023,547102.0,86352.0,Filed On Time,0.0
APP-004326,Q4-2023,473337.0,33086.0,Filed On Time,0.0
APP-004326,Q1-2024,622937.0,58667.0,Filed On Time,0.0
APP-004326,Q2-2024,528697.0,58536.0,Late,37.0
APP-004326,Q3-2024,584494.0,75007.0,Filed On Time,0.0
APP-004326,Q4-2024,391986.0,32522.0,Filed On Time,0.0
APP-004327,Q1-2024,56341.0,9245.0,Filed On Time,0.0
APP-004327,Q2-2024,65054.0,10475.0,Filed On Time,0.0
APP-004327,Q3-2024,63706.0,5977.0,Late,93.0
APP-004327,Q4-2024,64114.0,3721.0,Filed On Time,0.0
APP-004330,Q1-2023,,,Missing,
APP-004330,Q2-2023,,,Missing,
APP-004330,Q3-2023,,,Missing,
APP-004330,Q4-2023,307506.0,31984.0,Filed On Time,0.0
APP-004330,Q1-2024,330995.0,38750.0,Late,103.0
APP-004330,Q2-2024,222673.0,27155.0,Filed On Time,0.0
APP-004330,Q3-2024,346515.0,55406.0,Filed On Time,0.0
APP-004330,Q4-2024,325295.0,44283.0,Late,96.0
APP-004331,Q1-2023,86126.0,15006.0,Late,10.0
APP-004331,Q2-2023,68613.0,11002.0,Filed On Time,0.0
APP-004331,Q3-2023,60706.0,10457.0,Late,16.0
APP-004331,Q4-2023,69513.0,6230.0,Filed On Time,0.0
APP-004331,Q1-2024,99314.0,6517.0,Filed On Time,0.0
APP-004331,Q2-2024,68445.0,10367.0,Filed On Time,0.0
APP-004331,Q3-2024,89365.0,14475.0,Late,27.0
APP-004331,Q4-2024,69024.0,9486.0,Late,7.0
APP-004333,Q1-2023,238676.0,22825.0,Late,16.0
APP-004333,Q2-2023,147391.0,18403.0,Filed On Time,0.0
APP-004333,Q3-2023,,,Missing,
APP-004333,Q4-2023,238014.0,36402.0,Filed On Time,0.0
APP-004333,Q1-2024,207797.0,11097.0,Filed On Time,0.0
APP-004333,Q2-2024,,,Missing,
APP-004333,Q3-2024,206674.0,34473.0,Filed On Time,0.0
APP-004333,Q4-2024,199006.0,25537.0,Filed On Time,0.0
APP-004334,Q1-2024,210433.0,15564.0,Late,82.0
APP-004334,Q2-2024,288789.0,38594.0,Filed On Time,0.0
APP-004334,Q3-2024,225664.0,14887.0,Filed On Time,0.0
APP-004334,Q4-2024,333867.0,41860.0,Filed On Time,0.0
APP-004336,Q1-2023,431755.0,51914.0,Filed On Time,0.0
APP-004336,Q2-2023,307746.0,24804.0,Filed On Time,0.0
APP-004336,Q3-2023,458897.0,64402.0,Filed On Time,0.0
APP-004336,Q4-2023,482069.0,42868.0,Filed On Time,0.0
APP-004336,Q1-2024,440464.0,40612.0,Filed On Time,0.0
APP-004336,Q2-2024,334398.0,16740.0,Filed On Time,0.0
APP-004336,Q3-2024,410195.0,24061.0,Filed On Time,0.0
APP-004336,Q4-2024,369271.0,60977.0,Filed On Time,0.0
APP-004340,Q1-2023,172237.0,19441.0,Filed On Time,0.0
APP-004340,Q2-2023,170498.0,20211.0,Filed On Time,0.0
APP-004340,Q3-2023,,,Missing,
APP-004340,Q4-2023,116186.0,15222.0,Late,113.0
APP-004340,Q1-2024,116390.0,14229.0,Filed On Time,0.0
APP-004340,Q2-2024,116722.0,14177.0,Late,38.0
APP-004340,Q3-2024,128247.0,19306.0,Filed On Time,0.0
APP-004340,Q4-2024,141066.0,14814.0,Filed On Time,0.0
APP-004341,Q1-2024,307504.0,54014.0,Filed On Time,0.0
APP-004341,Q2-2024,,,Missing,
APP-004341,Q3-2024,244307.0,26828.0,Filed On Time,0.0
APP-004341,Q4-2024,259288.0,27604.0,Late,102.0
APP-004342,Q1-2023,714039.0,128508.0,Filed On Time,0.0
APP-004342,Q2-2023,574648.0,79992.0,Filed On Time,0.0
APP-004342,Q3-2023,520284.0,68935.0,Filed On Time,0.0
APP-004342,Q4-2023,484758.0,29929.0,Filed On Time,0.0
APP-004342,Q1-2024,461648.0,38317.0,Late,89.0
APP-004342,Q2-2024,729759.0,101924.0,Filed On Time,0.0
APP-004342,Q3-2024,,,Missing,
