application_id,cibil_score,num_active_loans,total_outstanding_debt,credit_utilization_pct,num_credit_inquiries_30d,num_credit_inquiries_90d,has_previous_default,days_since_last_default,credit_age_months,num_credit_cards
APP-001815,676,4,313811,74.6,1,1,0,0,152,0
APP-001816,667,1,229868,51.7,5,6,1,1202,171,2
APP-001817,898,4,491014,7.8,1,2,0,0,225,2
APP-001818,504,2,324322,68.9,0,0,1,1325,167,0
APP-001819,562,1,632026,28.8,2,3,0,0,194,3
APP-001820,730,0,0,29.9,1,1,0,0,50,2
APP-001821,690,3,1795960,3.0,1,1,0,0,66,1
APP-001822,556,3,485538,39.5,4,4,1,701,141,1
APP-001823,726,0,0,15.5,0,1,0,0,141,1
APP-001824,669,1,111026,47.9,0,3,0,0,176,1
APP-001825,821,1,188209,30.4,0,2,0,0,111,1
APP-001826,724,0,0,2.2,2,2,0,0,163,0
APP-001827,839,1,576353,14.5,2,2,0,0,64,1
APP-001828,759,2,424620,31.7,0,0,0,0,146,2
APP-001829,554,1,123801,47.7,0,0,0,0,202,1
APP-001830,764,3,903387,45.4,1,1,0,0,137,2
APP-001831,678,1,452702,52.9,0,1,0,0,109,0
APP-001832,707,1,185646,64.4,2,2,0,0,143,1
APP-001833,564,0,0,10.6,2,2,1,748,58,2
APP-001834,773,1,336631,19.9,0,3,0,0,163,1
APP-001835,477,2,456806,45.5,1,2,0,0,163,0
APP-001836,717,1,193438,28.8,1,1,0,0,143,1
APP-001837,421,2,198719,22.4,1,1,1,841,95,1
APP-001838,771,1,259419,37.8,0,0,0,0,142,2
APP-001839,707,2,1861307,33.8,2,4,0,0,162,1
APP-001840,666,3,522425,28.4,1,2,1,1365,76,1
APP-001841,756,1,471184,64.5,2,2,0,0,155,2
APP-001842,635,1,139588,22.4,0,1,1,1076,170,1
APP-001843,710,1,78309,79.4,1,1,0,0,151,0
APP-001844,799,4,1284899,58.4,0,3,0,0,145,1
APP-001845,795,1,441510,17.6,0,0,0,0,166,1
APP-001846,707,2,157483,51.4,0,1,0,0,159,0
APP-001847,623,0,0,1.4,5,5,1,1020,119,1
APP-001848,640,2,568201,63.7,1,1,0,0,122,0
APP-001849,685,3,1919938,36.4,1,1,0,0,108,2
APP-001850,624,1,203845,16.2,3,3,1,1372,118,0
APP-001851,666,0,0,17.7,0,0,0,0,117,2
APP-001852,738,0,0,29.4,1,2,0,0,70,2
APP-001853,707,2,1457772,71.5,0,0,0,0,58,2
APP-001854,587,1,77074,34.3,1,1,0,0,64,1
APP-001855,645,2,1048840,19.2,1,1,0,0,141,3
APP-001856,672,0,0,10.4,1,1,1,1126,143,4
APP-001857,900,1,198301,17.9,0,0,0,0,209,0
APP-001858,617,1,222184,23.7,0,0,1,418,129,1
APP-001859,645,1,242761,13.7,3,3,1,1144,120,2
APP-001860,692,2,474569,11.9,1,1,0,0,59,1
APP-001861,496,0,0,29.8,0,0,1,910,131,3
APP-001862,748,1,301980,11.4,3,3,0,0,108,1
APP-001863,759,2,1522341,53.2,0,0,0,0,100,2
APP-001864,623,0,0,4.8,2,2,1,768,132,2
APP-001865,672,2,231130,18.8,1,3,1,1062,197,2
APP-001866,720,1,457665,29.1,2,2,0,0,170,2
APP-001867,616,3,1114159,74.8,0,0,1,1790,133,3
APP-001868,621,3,493966,48.1,0,1,0,0,41,0
APP-001869,737,2,815259,11.9,3,3,0,0,157,1
APP-001870,866,1,102672,68.0,1,2,0,0,155,0
APP-001871,611,1,509865,7.2,1,1,1,708,125,1
APP-001872,874,1,88714,39.8,0,1,0,0,110,2
APP-001873,834,3,353869,49.3,2,3,0,0,220,1
APP-001874,742,1,321914,26.0,0,3,0,0,94,3
APP-001875,646,1,220819,81.9,4,4,1,790,171,2
APP-001876,900,1,133810,35.1,0,0,0,0,122,3
APP-001877,666,2,830138,73.1,1,2,0,0,162,2
APP-001878,666,1,230093,35.1,4,4,0,0,122,3
APP-001879,635,1,358276,28.7,0,3,1,651,115,1
APP-001880,732,2,519203,33.5,0,0,0,0,125,3
APP-001881,706,0,0,10.6,1,2,0,0,160,2
APP-001882,710,1,231976,61.6,0,0,0,0,130,2
APP-001883,786,1,1154888,20.2,0,3,0,0,133,0
APP-001884,713,3,172266,39.4,0,3,0,0,141,2
APP-001885,639,1,366544,30.5,0,1,0,0,145,1
APP-001886,724,1,120864,27.7,1,2,0,0,121,1
APP-001887,706,1,221475,47.6,1,2,0,0,82,1
APP-001888,748,4,1053730,51.3,0,0,0,0,172,2
APP-001889,715,0,0,25.1,1,1,0,0,102,2
APP-001890,754,2,434224,28.1,2,3,0,0,81,0
APP-001891,683,0,0,21.6,0,3,1,545,164,1
APP-001892,637,2,691998,69.1,2,2,1,1760,128,1
APP-001893,722,0,0,5.0,0,1,0,0,110,0
APP-001894,700,0,0,10.2,0,2,0,0,163,1
APP-001895,842,1,168927,56.5,4,4,0,0,119,4
APP-001896,754,0,0,21.2,1,1,0,0,92,1
APP-001897,846,2,1900396,9.2,0,0,0,0,126,1
APP-001898,682,0,0,1.8,0,2,0,0,168,3
APP-001899,611,0,0,1.0,1,1,0,0,120,2
APP-001900,678,1,293959,21.3,2,2,0,0,137,2
APP-001901,629,1,327734,15.6,0,0,0,0,145,1
APP-001902,675,2,102317,24.7,2,2,1,470,137,3
APP-001903,707,4,572749,50.6,0,2,0,0,120,0
APP-001904,849,2,1330115,84.5,0,2,0,0,113,2
APP-001905,692,3,1795879,33.8,2,5,0,0,113,0
APP-001906,680,0,0,23.4,4,4,0,0,138,1
APP-001907,613,2,486850,36.5,0,1,0,0,208,3
APP-001908,752,0,0,20.6,0,0,0,0,84,2
APP-001909,711,2,396209,16.1,0,0,0,0,95,3
APP-001910,795,1,581842,88.8,1,1,0,0,113,1
APP-001911,796,1,296863,21.4,0,0,0,0,129,1
APP-001912,732,1,182658,33.0,0,0,0,0,144,2
APP-001913,785,3,769886,54.4,2,2,0,0,147,2
APP-001914,761,2,1610291,37.0,0,1,0,0,85,3
APP-001915,780,1,68358,79.8,3,3,0,0,112,1
APP-001916,817,2,183403,11.9,0,1,0,0,166,1
APP-001917,745,2,544612,75.7,0,2,0,0,142,3
APP-001918,659,3,366645,34.6,0,0,0,0,134,1
APP-001919,770,1,136816,28.9,1,1,0,0,139,1
APP-001920,854,0,0,2.2,1,2,0,0,65,1
APP-001921,600,4,281892,62.3,0,0,1,785,155,3
APP-001922,576,2,960969,29.8,1,2,1,1321,99,1
APP-001923,620,1,109260,21.5,0,0,0,0,72,2
APP-001924,616,2,519944,23.5,1,3,1,1469,190,0
APP-001925,719,1,287788,88.1,0,0,0,0,118,2
APP-001926,583,1,189113,10.3,1,2,1,1119,111,1
APP-001927,709,3,628928,27.4,3,5,0,0,86,1
APP-001928,825,3,580573,11.2,1,3,0,0,145,0
APP-001929,595,1,420203,67.1,0,0,1,324,205,2
APP-001930,716,2,542813,44.8,0,0,0,0,104,0
APP-001931,646,0,0,4.0,0,2,1,969,169,2
APP-001932,782,1,802143,50.7,0,2,0,0,93,2
APP-001933,697,1,976098,27.9,0,0,0,0,176,1
APP-001934,718,1,192643,69.7,3,4,0,0,146,1
APP-001935,593,2,546626,26.5,3,3,0,0,88,3
APP-001936,643,2,378726,20.6,2,2,1,442,77,1
APP-001937,778,1,178097,20.1,1,3,0,0,144,1
APP-001938,758,2,421202,47.3,4,4,0,0,241,0
APP-001939,767,1,632638,50.1,1,1,0,0,192,2
APP-001940,623,0,0,7.6,0,3,0,0,118,1
APP-001941,802,2,457352,31.6,0,1,0,0,166,2
APP-001942,734,0,0,24.6,0,0,0,0,205,0
APP-001943,684,0,0,25.7,0,1,0,0,90,1
APP-001944,703,2,1201170,71.1,2,3,0,0,94,3
APP-001945,630,0,0,17.4,0,0,0,0,141,3
APP-001946,731,1,251232,13.4,0,0,0,0,209,1
APP-001947,796,1,108897,35.9,0,0,0,0,73,2
APP-001948,749,0,0,3.4,0,2,0,0,186,2
APP-001949,625,1,388120,35.5,3,3,1,1646,135,4
APP-001950,667,0,0,23.1,0,3,0,0,101,2
APP-001951,843,3,1048343,28.4,0,2,0,0,120,2
APP-001952,856,1,322647,7.2,0,0,0,0,148,4
APP-001953,706,2,373317,56.8,1,1,0,0,133,2
APP-001954,660,0,0,27.2,0,0,0,0,92,2
APP-001955,659,0,0,23.5,0,0,0,0,101,1
APP-001956,630,4,1928712,32.7,2,3,1,299,72,0
APP-001957,569,1,69844,60.0,0,0,0,0,158,1
APP-001958,628,0,0,26.4,0,0,1,466,119,0
APP-001959,781,4,4160169,63.9,1,1,0,0,82,0
APP-001960,686,1,650956,16.4,1,4,0,0,114,3
APP-001961,778,2,529857,63.6,0,0,0,0,117,1
APP-001962,708,1,1026033,59.6,0,0,0,0,77,0
APP-001963,737,0,0,12.5,1,1,0,0,154,1
APP-001964,674,2,487007,48.4,3,3,0,0,59,1
APP-001965,632,0,0,8.6,3,4,1,836,102,1
APP-001966,698,2,1589851,17.0,1,1,0,0,196,1
APP-001967,793,1,246408,22.5,0,0,0,0,153,1
APP-001968,743,3,891273,55.4,1,4,0,0,190,1
APP-001969,544,1,34010,74.0,1,3,1,1326,195,4
APP-001970,669,1,279781,29.0,0,0,0,0,174,3
APP-001971,660,1,343907,45.2,0,1,0,0,118,0
APP-001972,595,0,0,27.3,3,5,1,485,89,2
APP-001973,692,0,0,5.9,3,5,1,1178,136,0
APP-001974,816,2,1481359,19.2,1,3,0,0,147,2
APP-001975,776,1,532224,19.0,0,3,0,0,61,0
APP-001976,719,1,634889,11.8,0,0,0,0,192,4
APP-001977,765,3,2860363,41.1,0,3,0,0,111,3
APP-001978,657,1,68570,32.4,1,4,0,0,136,2
APP-001979,766,0,0,23.3,3,5,0,0,191,3
APP-001980,644,2,314652,77.2,0,0,0,0,128,2
APP-001981,803,1,521203,26.0,1,2,0,0,107,0
APP-001982,819,3,783722,47.0,1,1,0,0,129,0
APP-001983,691,1,263311,44.9,0,1,1,1501,99,0
APP-001984,723,2,655277,20.2,0,3,0,0,170,4
APP-001985,764,1,154624,38.6,3,6,0,0,185,0
APP-001986,721,2,432364,42.9,0,1,0,0,81,1
APP-001987,643,2,341610,68.7,0,2,0,0,169,4
APP-001988,703,2,971496,50.9,0,1,0,0,113,1
APP-001989,577,2,299850,6.3,4,4,1,1141,113,0
APP-001990,663,3,3048799,18.0,3,4,0,0,140,1
APP-001991,682,1,156831,40.2,3,4,0,0,211,2
APP-001992,589,2,353765,8.9,1,1,0,0,113,0
APP-001993,640,0,0,6.7,1,1,0,0,210,3
APP-001994,775,0,0,20.1,3,4,0,0,136,1
APP-001995,613,3,736065,50.2,2,2,1,1062,117,2
APP-001996,813,1,674543,27.0,1,1,0,0,183,1
APP-001997,849,1,288759,27.4,0,0,0,0,144,2
APP-001998,832,2,311006,32.4,0,0,0,0,101,1
APP-001999,701,0,0,13.9,0,0,0,0,89,1
APP-002000,738,1,625037,58.6,0,1,0,0,116,1
APP-002001,675,3,388154,40.6,0,0,0,0,172,0
APP-002002,684,2,608780,12.5,0,1,0,0,158,3
APP-002003,721,1,802264,47.7,0,0,0,0,202,1
APP-002004,604,2,743558,18.7,2,5,0,0,130,2
APP-002005,762,3,1550046,28.5,0,1,0,0,156,3
APP-002006,836,1,134516,41.1,1,1,0,0,159,2
APP-002007,695,2,262891,22.5,1,2,0,0,60,3
APP-002008,607,0,0,8.4,2,4,1,1043,127,2
APP-002009,611,2,652829,57.2,0,0,0,0,153,0
APP-002010,705,1,179858,14.7,3,3,0,0,131,3
APP-002011,555,0,0,7.2,0,2,1,1709,145,2
APP-002012,679,2,389097,23.9,1,3,1,395,100,3
APP-002013,766,0,0,18.9,0,0,0,0,143,0
APP-002014,732,1,138420,36.8,1,3,0,0,196,1
APP-002015,681,3,536891,31.7,3,3,0,0,197,1
APP-002016,699,0,0,2.2,1,2,1,874,99,2
APP-002017,708,2,161098,60.0,2,2,0,0,188,3
APP-002018,604,3,1251221,58.8,0,1,1,1171,168,1
APP-002019,740,2,576328,11.8,0,1,0,0,137,0
APP-002020,653,2,303584,65.6,4,4,0,0,128,1
APP-002021,769,0,0,20.4,1,1,0,0,175,0
APP-002022,583,1,171014,43.1,0,0,1,1546,188,1
APP-002023,801,1,101036,9.6,0,0,0,0,125,1
APP-002024,716,2,413272,51.5,0,2,0,0,174,2
APP-002025,738,1,132143,36.8,0,0,0,0,158,3
APP-002026,818,1,62911,50.3,0,2,0,0,117,2
APP-002027,689,0,0,10.4,3,4,0,0,97,2
APP-002028,782,1,335330,83.5,0,0,0,0,122,0
APP-002029,687,0,0,26.8,2,3,0,0,203,2
APP-002030,761,1,155389,11.9,0,0,0,0,192,1
APP-002031,732,1,228392,17.1,0,1,0,0,149,0
APP-002032,602,3,305146,35.5,1,2,0,0,196,0
APP-002033,604,0,0,0.8,0,2,0,0,154,0
APP-002034,770,2,325247,8.4,1,1,0,0,168,2
APP-002035,818,3,597558,19.7,2,2,0,0,101,3
APP-002036,718,0,0,14.1,2,2,0,0,193,2
APP-002037,746,0,0,25.1,1,2,0,0,158,4
APP-002038,658,0,0,19.0,1,1,0,0,149,2
APP-002039,597,2,1906172,69.7,2,2,1,1442,76,1
APP-002040,816,0,0,9.2,4,4,0,0,107,2
APP-002041,633,2,654118,60.7,0,0,1,1433,179,2
APP-002042,762,2,892435,83.3,2,2,0,0,124,1
APP-002043,673,0,0,7.3,2,3,0,0,141,1
APP-002044,647,1,205047,13.9,0,2,1,1554,174,4
APP-002045,665,3,244064,35.1,0,0,1,252,119,1
APP-002046,745,2,546728,33.0,1,4,0,0,136,2
APP-002047,772,0,0,6.9,1,1,0,0,189,1
APP-002048,677,0,0,27.5,0,2,1,1035,190,2
APP-002049,631,1,422426,32.2,0,2,0,0,118,1
APP-002050,678,1,268681,58.4,1,1,0,0,121,0
APP-002051,807,0,0,16.9,0,0,0,0,118,3
APP-002052,900,0,0,16.5,1,3,0,0,204,1
APP-002053,519,3,443338,32.4,1,3,0,0,120,2
APP-002054,463,1,241179,72.6,0,0,1,885,76,1
APP-002055,724,1,243021,2.9,1,4,0,0,173,1
APP-002056,596,1,375823,86.4,2,2,1,360,143,3
APP-002057,678,0,0,17.3,0,0,0,0,149,1
APP-002058,706,2,513611,34.2,0,0,0,0,99,1
APP-002059,612,0,0,25.6,3,4,1,1497,174,2
APP-002060,817,2,1262296,50.4,0,3,0,0,166,1
APP-002061,719,2,1324228,41.2,1,1,0,0,113,1
APP-002062,647,0,0,14.5,1,1,1,1447,157,1
APP-002063,642,2,264153,45.1,2,3,0,0,156,1
APP-002064,799,2,846550,61.1,1,1,0,0,173,4
APP-002065,637,1,498055,45.9,5,5,1,1789,115,3
APP-002066,787,2,94023,14.9,0,0,0,0,128,2
APP-002067,674,1,201226,33.1,1,2,0,0,166,1
APP-002068,759,3,898340,37.6,2,3,0,0,116,2
APP-002069,705,1,81167,73.2,4,4,0,0,170,2
APP-002070,771,0,0,21.5,5,5,0,0,214,1
APP-002071,719,2,1867257,17.1,1,2,0,0,186,2
APP-002072,782,2,727980,37.5,4,4,0,0,84,2
APP-002073,706,2,192474,60.7,3,3,0,0,204,2
APP-002074,649,1,55614,21.4,1,1,1,1323,127,2
APP-002075,649,3,631065,26.6,0,0,1,1706,118,2
APP-002076,678,2,474096,42.6,0,1,0,0,148,1
APP-002077,707,3,494497,41.8,0,1,0,0,133,1
APP-002078,499,2,473186,37.2,0,0,1,1657,137,2
APP-002079,762,0,0,22.8,1,1,0,0,111,0
APP-002080,632,1,94319,38.4,0,0,0,0,120,0
APP-002081,755,2,339291,29.4,1,1,0,0,166,3
APP-002082,702,0,0,22.6,0,1,0,0,63,0
APP-002083,668,1,358520,70.3,2,4,1,1335,191,1
APP-002084,560,4,192434,53.4,1,2,1,1174,165,0
APP-002085,594,2,802187,32.8,1,2,1,650,157,3
APP-002086,794,0,0,18.5,0,0,0,0,146,2
APP-002087,634,1,349863,21.7,0,0,0,0,132,2
APP-002088,698,1,515682,37.7,0,0,0,0,134,1
APP-002089,664,3,1234415,27.5,1,1,0,0,152,1
APP-002090,660,0,0,26.0,0,2,0,0,105,2
APP-002091,796,3,618223,11.1,2,3,0,0,122,1
APP-002092,602,4,459486,26.1,5,6,0,0,80,1
APP-002093,729,1,221273,41.6,0,1,0,0,70,1
APP-002094,712,0,0,17.3,0,1,0,0,73,1
APP-002095,718,0,0,13.7,2,3,0,0,77,0
APP-002096,611,2,231991,63.3,1,4,1,185,106,2
APP-002097,545,2,723661,24.5,1,1,0,0,75,3
APP-002098,653,1,249007,31.5,1,2,0,0,104,1
APP-002099,630,2,673487,54.9,3,4,0,0,105,1
APP-002100,711,1,774642,55.0,2,4,0,0,162,1
APP-002101,641,2,211230,43.1,0,0,0,0,181,1
APP-002102,717,2,586523,57.8,1,1,0,0,98,4
APP-002103,652,0,0,27.9,5,7,1,1426,149,1
APP-002104,687,1,1041319,36.3,0,0,1,1327,126,1
APP-002105,743,1,236830,61.0,0,1,0,0,87,2
APP-002106,625,1,267043,35.2,0,0,0,0,89,1
APP-002107,672,2,284911,64.0,1,1,0,0,43,0
APP-002108,728,4,2152016,73.0,0,2,0,0,176,2
APP-002109,660,0,0,24.1,0,0,0,0,121,0
APP-002110,641,0,0,17.7,1,2,1,797,109,1
APP-002111,680,4,1211901,6.6,0,0,1,1585,123,2
APP-002112,670,0,0,12.5,2,2,0,0,122,1
APP-002113,679,2,677228,31.5,1,4,1,1306,133,0
APP-002114,617,2,674323,41.9,3,5,1,863,132,1
APP-002115,796,3,597254,14.7,1,2,0,0,121,1
APP-002116,674,1,435690,23.0,0,0,0,0,154,1
APP-002117,605,2,550525,52.8,0,3,0,0,92,1
APP-002118,685,1,112143,68.2,1,2,0,0,119,1
APP-002119,683,0,0,17.3,2,5,0,0,117,1
APP-002120,814,4,1193025,55.3,3,3,0,0,118,3
APP-002121,777,0,0,15.8,0,2,0,0,142,2
APP-002122,783,0,0,21.6,0,2,0,0,167,2
APP-002123,633,0,0,20.3,1,3,0,0,132,1
APP-002124,597,3,418456,35.9,1,2,0,0,170,1
APP-002125,700,1,510145,37.0,0,3,0,0,163,2
APP-002126,577,1,127116,39.8,0,0,0,0,130,1
APP-002127,765,0,0,8.6,0,1,0,0,116,2
APP-002128,762,1,102899,56.5,5,5,0,0,200,1
APP-002129,552,0,0,23.6,1,1,1,1063,164,1
APP-002130,765,0,0,27.0,0,0,0,0,203,0
APP-002131,770,1,77706,18.6,1,2,0,0,175,1
APP-002132,530,1,481966,34.8,0,1,0,0,186,2
APP-002133,823,2,321547,48.1,0,0,0,0,125,2
APP-002134,569,0,0,1.9,1,2,1,1643,84,2
APP-002135,632,0,0,16.7,1,2,0,0,87,3
APP-002136,599,1,206713,22.1,1,3,1,1391,163,1
APP-002137,660,3,354758,54.7,2,2,0,0,99,2
APP-002138,642,4,1029779,80.2,0,0,0,0,61,3
APP-002139,733,1,817262,65.3,4,6,0,0,166,0
APP-002140,703,2,493346,30.4,4,5,0,0,171,2
APP-002141,548,0,0,27.9,0,1,1,1269,150,1
APP-002142,701,1,287888,23.0,1,2,0,0,148,0
APP-002143,772,2,1062730,54.1,2,2,0,0,118,2
APP-002144,841,4,873690,27.6,4,4,0,0,192,2
APP-002145,535,1,189543,52.0,1,1,1,709,162,2
APP-002146,803,2,1487171,55.9,1,1,0,0,71,4
APP-002147,763,0,0,23.8,1,4,0,0,157,2
APP-002148,720,3,486811,69.1,0,1,0,0,117,3
APP-002149,697,3,1192642,82.9,1,2,0,0,175,2
APP-002150,673,4,4479211,46.3,2,2,0,0,145,2
APP-002151,618,1,95279,54.2,1,1,0,0,172,2
APP-002152,749,0,0,22.4,0,1,0,0,109,2
APP-002153,661,1,257950,44.0,0,0,1,379,160,0
APP-002154,689,2,525390,42.9,0,1,0,0,150,0
APP-002155,724,0,0,12.2,0,2,0,0,135,2
APP-002156,650,0,0,23.8,0,0,0,0,131,1
APP-002157,666,3,676816,51.0,2,3,1,811,115,2
APP-002158,730,1,316572,26.7,2,3,0,0,177,1
APP-002159,603,2,881365,33.7,4,7,1,970,159,1
APP-002160,759,0,0,19.6,2,4,0,0,103,2
APP-002161,794,0,0,18.0,0,0,0,0,220,4
APP-002162,569,1,375430,23.9,1,1,1,1620,152,1
APP-002163,586,2,491815,75.6,0,2,1,1638,102,3
APP-002164,751,3,767702,21.6,0,1,0,0,179,1
APP-002165,861,3,1161143,59.8,2,2,0,0,171,1
APP-002166,704,1,274505,38.9,0,0,0,0,111,0
APP-002167,839,1,362858,37.2,2,5,0,0,163,1
APP-002168,789,2,370094,31.4,0,1,0,0,92,0
APP-002169,829,2,301941,64.7,2,2,0,0,126,3
APP-002170,698,1,169144,45.2,0,0,1,618,186,1
APP-002171,677,3,2833658,73.9,1,1,0,0,123,0
APP-002172,726,0,0,10.6,0,3,0,0,119,1
APP-002173,734,1,135275,32.9,0,0,0,0,106,2
APP-002174,651,0,0,14.8,1,1,0,0,66,1
APP-002175,684,0,0,20.3,2,3,1,1338,128,2
APP-002176,680,1,240756,40.7,2,2,1,302,183,2
APP-002177,802,0,0,23.5,0,2,0,0,127,1
APP-002178,543,0,0,14.1,2,3,1,608,109,1
APP-002179,578,4,766828,73.0,0,0,1,1581,127,4
APP-002180,661,1,91938,33.4,0,0,1,1186,138,1
APP-002181,695,3,463409,73.2,2,2,1,1743,99,0
APP-002182,609,1,663412,42.7,0,0,0,0,137,3
APP-002183,817,1,345658,68.4,2,2,0,0,137,3
APP-002184,566,0,0,15.7,1,1,1,682,218,1
APP-002185,642,2,926712,17.9,1,1,0,0,124,3
APP-002186,684,1,1957623,24.9,1,3,0,0,133,4
APP-002187,900,4,567033,27.9,0,1,0,0,149,1
APP-002188,668,2,2240628,80.8,3,3,0,0,187,0
APP-002189,704,0,0,3.1,0,2,0,0,149,0
APP-002190,637,1,578439,43.8,2,3,1,805,207,3
APP-002191,653,1,263821,61.4,0,0,1,1192,122,3
APP-002192,808,0,0,25.2,0,2,0,0,154,2
APP-002193,641,3,669057,26.9,0,1,1,1234,92,1
APP-002194,602,3,2101432,24.1,0,1,0,0,219,0
APP-002195,656,2,287898,34.1,0,0,0,0,178,1
APP-002196,715,0,0,12.6,4,4,0,0,167,1
APP-002197,574,0,0,24.9,1,1,0,0,144,4
APP-002198,724,4,1972339,43.8,0,1,0,0,171,3
APP-002199,586,1,382803,18.8,0,0,1,819,91,2
APP-002200,753,1,374157,33.8,0,0,0,0,174,0
APP-002201,699,1,449448,75.8,3,4,0,0,63,0
APP-002202,613,0,0,13.5,0,1,0,0,155,2
APP-002203,672,1,329554,7.7,0,2,0,0,172,2
APP-002204,714,2,231983,19.0,0,2,0,0,215,2
APP-002205,706,1,438174,20.7,0,2,0,0,140,1
APP-002206,772,1,155177,32.8,0,0,0,0,199,1
APP-002207,626,1,480584,61.7,1,1,0,0,191,0
APP-002208,845,4,784898,14.4,4,7,0,0,219,1
APP-002209,828,1,90808,61.7,3,5,0,0,184,2
APP-002210,678,0,0,23.7,0,0,0,0,113,1
APP-002211,617,2,265330,77.0,0,1,1,839,105,3
APP-002212,778,2,324373,75.9,2,2,0,0,119,3
APP-002213,692,1,508723,44.0,4,4,0,0,151,0
APP-002214,699,3,1323272,71.8,3,3,1,289,200,0
APP-002215,730,3,503695,11.5,0,1,0,0,271,0
APP-002216,744,2,658006,15.7,2,2,0,0,123,2
APP-002217,619,0,0,1.6,1,1,0,0,160,0
APP-002218,654,0,0,0.3,2,4,0,0,155,4
APP-002219,804,3,595206,83.9,0,1,0,0,149,0
APP-002220,696,1,68793,32.8,0,0,1,1223,140,3
APP-002221,698,1,299806,46.8,0,1,0,0,107,0
APP-002222,717,2,662417,13.9,1,3,0,0,196,3
APP-002223,698,1,206436,48.5,0,0,1,605,91,0
APP-002224,771,0,0,10.6,1,2,0,0,170,0
APP-002225,774,0,0,9.4,2,4,0,0,158,2
APP-002226,763,2,990640,66.6,5,6,0,0,111,1
APP-002227,662,4,796576,39.8,5,5,0,0,74,2
APP-002228,584,2,112008,61.2,0,0,0,0,168,0
APP-002229,597,2,1325256,38.4,1,1,1,1285,149,0
APP-002230,726,3,963390,10.9,0,3,0,0,119,3
APP-002231,767,2,1452414,33.6,3,3,0,0,129,2
APP-002232,693,0,0,25.8,1,1,1,1218,185,0
APP-002233,768,1,960119,18.3,1,3,0,0,152,1
APP-002234,554,0,0,14.6,5,5,1,1027,117,2
APP-002235,736,0,0,22.1,5,5,0,0,129,1
APP-002236,739,0,0,7.4,4,6,0,0,138,4
APP-002237,652,3,963107,52.2,0,0,0,0,146,2
APP-002238,629,3,414472,68.9,1,1,1,1358,108,0
APP-002239,646,1,292114,33.8,1,1,1,1560,194,2
APP-002240,578,1,120264,26.9,0,1,1,529,221,1
APP-002241,628,0,0,16.9,5,5,1,546,195,2
APP-002242,670,2,326580,40.4,1,2,1,1361,106,0
APP-002243,718,2,265494,22.0,0,2,0,0,160,1
APP-002244,590,2,501894,57.8,0,1,1,1651,186,1
APP-002245,685,2,563754,64.7,0,0,0,0,118,1
APP-002246,897,2,567960,35.5,3,5,0,0,221,3
APP-002247,790,1,157181,19.7,0,0,0,0,106,3
APP-002248,838,1,93265,42.6,0,0,0,0,145,1
APP-002249,692,2,270028,27.3,4,4,0,0,142,3
APP-002250,682,0,0,2.7,2,2,1,360,164,0
APP-002251,598,2,532167,29.9,2,3,0,0,101,1
APP-002252,633,1,29366,54.2,0,0,0,0,135,0
APP-002253,831,3,617767,56.1,0,0,0,0,187,1
APP-002254,792,1,342446,5.5,0,0,0,0,171,1
APP-002255,524,1,354713,67.3,3,6,0,0,225,3
APP-002256,581,0,0,19.9,0,1,1,1530,197,3
APP-002257,731,2,1041837,51.4,2,4,0,0,161,3
APP-002258,747,0,0,26.2,1,2,0,0,145,0
APP-002259,794,3,247859,61.8,0,0,0,0,177,1
APP-002260,635,1,252123,22.7,1,4,0,0,141,3
APP-002261,696,2,245316,37.2,1,4,0,0,73,0
APP-002262,600,0,0,17.8,1,3,1,1696,120,1
APP-002263,609,0,0,0.4,0,0,1,942,136,0
APP-002264,701,1,166876,60.8,1,1,0,0,148,1
APP-002265,795,2,143021,59.5,0,1,0,0,158,0
APP-002266,723,0,0,15.8,1,2,0,0,163,1
APP-002267,620,2,225792,3.6,1,2,0,0,107,1
APP-002268,698,1,169287,11.9,3,3,0,0,111,4
APP-002269,647,1,165890,22.3,0,0,1,648,214,1
APP-002270,809,2,1207334,56.1,1,1,0,0,165,2
APP-002271,658,2,758007,41.8,4,4,0,0,143,3
APP-002272,600,1,254225,20.9,1,2,1,459,159,2
APP-002273,653,3,403590,60.1,1,2,0,0,140,1
APP-002274,535,1,114948,24.3,1,3,0,0,91,1
APP-002275,859,1,306824,1.6,0,1,0,0,148,0
APP-002276,765,4,349859,11.0,0,1,0,0,125,2
APP-002277,559,1,630052,63.3,2,2,1,407,134,2
APP-002278,714,3,477798,53.4,0,0,0,0,142,4
APP-002279,639,0,0,21.3,1,2,1,319,112,2
APP-002280,660,1,229440,11.4,2,2,0,0,120,0
APP-002281,715,2,351345,42.9,0,2,0,0,109,2
APP-002282,579,0,0,0.2,3,5,0,0,151,1
APP-002283,900,0,0,13.5,1,3,0,0,124,3
APP-002284,643,2,1189326,28.9,2,2,0,0,90,0
APP-002285,627,0,0,2.2,1,2,0,0,114,0
APP-002286,783,1,166802,82.7,5,5,0,0,81,3
APP-002287,627,4,2953817,71.7,0,0,1,1181,205,2
APP-002288,761,1,172850,37.5,3,6,0,0,64,2
APP-002289,664,0,0,6.5,1,3,0,0,109,0
APP-002290,723,3,1624310,12.1,2,2,0,0,132,1
APP-002291,640,2,93077,72.6,0,0,1,497,171,1
APP-002292,666,2,1039076,24.7,3,4,0,0,133,2
APP-002293,690,0,0,18.1,0,0,1,1740,127,2
